timestamp,packet_number,packet_len,errors,ber,avg_ber
1743932929.0457132,112,608,220,0.361842,0.222439
1743932929.104563,113,608,232,0.381579,0.224089
1743932929.1636384,114,608,218,0.358553,0.225469
1743932929.22171,115,608,232,0.381579,0.227055
1743932929.280544,116,608,211,0.347039,0.228262
1743932929.3388026,117,608,227,0.373355,0.229707
1743932929.3976357,118,608,207,0.340461,0.230799
1743932929.4568994,119,608,221,0.363487,0.232095
1743932929.51527,120,608,223,0.366776,0.233397
1743932929.5742855,121,608,227,0.373355,0.234737
1743932929.6273885,122,608,235,0.386513,0.236177
1743932929.6860378,123,608,237,0.389803,0.237621
1743932929.7444103,124,608,215,0.353618,0.238700
1743932929.8032737,125,608,29,0.047697,0.236939
1743932929.8620408,126,608,213,0.350329,0.237975
1743932929.9202936,127,608,233,0.383224,0.239290
1743932929.978777,128,608,216,0.355263,0.240331
1743932930.0376098,129,608,242,0.398026,0.241734
1743932930.0969417,130,608,206,0.338816,0.242590
1743932930.1545014,131,608,223,0.366776,0.243675
1743932930.2137556,132,608,233,0.383224,0.244884
1743932930.2727907,133,608,224,0.368421,0.245945
1743932930.330919,134,608,204,0.335526,0.246708
1743932930.384663,135,608,212,0.348684,0.247569
1743932930.4431708,136,608,210,0.345395,0.248389
1743932930.5019727,137,608,225,0.370066,0.249399
1743932930.5606973,138,608,218,0.358553,0.250298
1743932930.6185884,139,608,236,0.388158,0.251424
1743932930.6776497,140,608,213,0.350329,0.252225
1743932930.7364433,141,608,232,0.381579,0.253265
1743932930.795032,142,608,212,0.348684,0.254026
1743932930.8533335,143,608,209,0.343750,0.254736
1743932930.9126315,144,608,220,0.361842,0.255576
1743932930.970946,145,608,232,0.381579,0.256557
1743932931.0297163,146,608,218,0.358553,0.257345
1743932931.088793,147,608,232,0.381579,0.258298
1743932931.1413603,148,608,211,0.347039,0.258973
1743932931.2009208,149,608,227,0.373355,0.259837
1743932931.2599099,150,608,207,0.340461,0.260441
1743933023.293137,1,448,23,0.051339,0.051339
1743933023.3407679,2,448,30,0.066964,0.059152
1743933023.3835392,3,448,30,0.066964,0.061756
1743933023.4265907,4,448,30,0.066964,0.063058
1743933023.4744413,5,448,30,0.066964,0.063839
1743933023.5169497,6,448,30,0.066964,0.064360
1743933023.5602427,7,448,30,0.066964,0.064732
1743933023.6022582,8,448,30,0.066964,0.065011
1743933023.6504545,9,448,30,0.066964,0.065228
1743933023.6932173,10,448,30,0.066964,0.065402
1743933023.7355423,11,448,30,0.066964,0.065544
1743933023.7837882,12,448,30,0.066964,0.065662
1743933023.8267994,13,448,29,0.064732,0.065591
1743933023.8695755,14,448,23,0.051339,0.064573
1743933023.9169502,15,448,30,0.066964,0.064732
1743933023.9600086,16,448,30,0.066964,0.064872
1743933024.0028906,17,448,30,0.066964,0.064995
1743933024.0502844,18,448,30,0.066964,0.065104
1743933024.093211,19,448,30,0.066964,0.065202
1743933024.1357117,20,448,30,0.066964,0.065290
1743933024.1833785,21,448,30,0.066964,0.065370
1743933024.226949,22,448,30,0.066964,0.065442
1743933024.268778,23,448,30,0.066964,0.065509
1743933024.3166893,24,448,30,0.066964,0.065569
1743933024.359783,25,448,30,0.066964,0.065625
1743933024.4021387,26,448,29,0.064732,0.065591
1743933024.450581,27,448,23,0.051339,0.065063
1743933024.493185,28,448,30,0.066964,0.065131
1743933024.5351026,29,448,30,0.066964,0.065194
1743933024.5835335,30,448,30,0.066964,0.065253
1743933024.626643,31,448,30,0.066964,0.065308
1743933024.6684046,32,448,30,0.066964,0.065360
1743933024.7169836,33,448,30,0.066964,0.065409
1743933024.760286,34,448,30,0.066964,0.065454
1743933024.8025103,35,448,30,0.066964,0.065497
1743933024.8448696,36,448,30,0.066964,0.065538
1743933024.8932657,37,448,30,0.066964,0.065577
1743933024.9352636,38,448,30,0.066964,0.065613
1743933024.9779754,39,448,29,0.064732,0.065591
1743933025.0260231,40,448,23,0.051339,0.065234
1743933025.0684443,41,448,30,0.066964,0.065277
1743933025.1114144,42,448,30,0.066964,0.065317
1743933025.1600444,43,448,30,0.066964,0.065355
1743933025.2023163,44,448,30,0.066964,0.065392
1743933025.244507,45,448,30,0.066964,0.065427
1743933025.2931232,46,448,30,0.066964,0.065460
1743933025.3351364,47,448,30,0.066964,0.065492
1743933025.3778806,48,448,30,0.066964,0.065523
1743933025.4264295,49,448,30,0.066964,0.065552
1743933025.468819,50,448,30,0.066964,0.065580
1743933025.511675,51,448,30,0.066964,0.065607
1743933025.5592656,52,448,29,0.064732,0.065591
1743933025.6019704,53,448,23,0.051339,0.065322
1743933025.644667,54,448,30,0.066964,0.065352
1743933025.693229,55,448,30,0.066964,0.065381
1743933025.7354286,56,448,30,0.066964,0.065410
1743933025.7780647,57,448,30,0.066964,0.065437
1743933025.8263738,58,448,30,0.066964,0.065463
1743933025.8696346,59,448,30,0.066964,0.065489
1743933025.9113843,60,448,30,0.066964,0.065513
1743933025.9540803,61,448,141,0.314732,0.069599
1743933026.0019429,62,448,194,0.433036,0.075461
1743933026.0447333,63,448,179,0.399554,0.080605
1743933026.1030927,64,608,216,0.355263,0.086397
1743933026.1618905,65,608,242,0.398026,0.092833
1743933026.2202334,66,608,206,0.338816,0.097810
1743933026.2803714,67,608,223,0.366776,0.103145
1743933026.3378704,68,608,233,0.383224,0.108591
1743933026.3970299,69,608,224,0.368421,0.113548
1743933026.455216,70,608,204,0.335526,0.117703
1743933026.5142925,71,608,212,0.348684,0.121948
1743933026.5675216,72,608,210,0.345395,0.125979
1743933026.6261177,73,608,225,0.370066,0.130306
1743933026.6843314,74,608,218,0.358553,0.134280
1743933026.7433667,75,608,236,0.388158,0.138626
1743933026.801864,76,608,213,0.350329,0.142189
1743933026.861147,77,608,232,0.381579,0.146151
1743933026.9188929,78,608,212,0.348684,0.149448
1743933026.978297,79,608,209,0.343750,0.152561
1743933027.0367374,80,608,220,0.361842,0.155861
1743933027.095487,81,608,232,0.381579,0.159365
1743933027.1537306,82,608,218,0.358553,0.162409
1743933027.2138686,83,608,232,0.381579,0.165709
1743933027.266073,84,608,211,0.347039,0.168399
1743933027.324382,85,608,227,0.373355,0.171394
1743933027.3833451,86,608,207,0.340461,0.173830
1743933027.441674,87,608,221,0.363487,0.176523
1743933027.500406,88,608,223,0.366776,0.179187
1743933027.5589893,89,608,227,0.373355,0.181868
1743933027.6178315,90,608,235,0.386513,0.184655
1743933027.6765912,91,608,237,0.389803,0.187412
1743933027.7349215,92,608,215,0.353618,0.189615
1743933027.793611,93,608,29,0.047697,0.187758
1743933027.8527453,94,608,213,0.350329,0.189858
1743933027.9113975,95,608,233,0.383224,0.192324
1743933027.970691,96,608,216,0.355263,0.194375
1743933028.023278,97,608,242,0.398026,0.196908
1743933028.0819392,98,608,206,0.338816,0.198651
1743933028.1401258,99,608,223,0.366776,0.200690
1743933028.1992173,100,608,233,0.383224,0.202879
1743933028.2576506,101,608,224,0.368421,0.204839
1743933028.3167863,102,608,204,0.335526,0.206369
1743933028.3748605,103,608,212,0.348684,0.208016
1743933028.433272,104,608,210,0.345395,0.209588
1743933028.4929843,105,608,225,0.370066,0.211403
1743933028.5509613,106,608,218,0.358553,0.213048
1743933045.2831593,1,448,23,0.051339,0.051339
1743933045.3309593,2,448,30,0.066964,0.059152
1743933045.373615,3,448,30,0.066964,0.061756
1743933045.4165864,4,448,30,0.066964,0.063058
1743933045.4637024,5,448,30,0.066964,0.063839
1743933045.5068421,6,448,30,0.066964,0.064360
1743933045.5501595,7,448,30,0.066964,0.064732
1743933045.5921662,8,448,30,0.066964,0.065011
1743933045.6401417,9,448,30,0.066964,0.065228
1743933045.6828368,10,448,30,0.066964,0.065402
1743933045.7254047,11,448,30,0.066964,0.065544
1743933045.7737029,12,448,30,0.066964,0.065662
